"x","parm_id","emmean.ols","SE.ols","df.ols","asymp.LCL.ols","asymp.UCL.ols","emmean.pca","SE.pca","df.pca","asymp.LCL.pca","asymp.UCL.pca"
1,"F",-1.00165723643456,0.0674395288063933,Inf,-1.13383628402944,-0.869478188839678,-0.144089752931215,0.0672175318471139,Inf,-0.275833694481232,-0.0123458113811978
1.5,"F",-0.962277951153361,0.0670560644420631,Inf,-1.0937054224048,-0.83085047990192,-0.152357381034201,0.066852947191353,Inf,-0.283386749789611,-0.021328012278791
2,"F",-0.922898665872161,0.0666924929228849,Inf,-1.05361355004021,-0.792183781704114,-0.160625009137187,0.0665073654104056,Inf,-0.290977050048227,-0.0302729682261471
2.5,"F",-0.883519380590961,0.066349141268453,Inf,-1.01356130788229,-0.753477453299633,-0.168892637240173,0.0661810841903327,Inf,-0.298605178711038,-0.0391800957693078
3,"F",-0.844140095309762,0.0660263249229758,Inf,-0.973549314190334,-0.71473087642919,-0.177160265343159,0.0658743903235081,Inf,-0.306271697880769,-0.0480488328055493
3.5,"F",-0.804760810028562,0.0657243464751744,Inf,-0.933578162027336,-0.675943458029789,-0.185427893446145,0.0655875585876712,Inf,-0.313977146111891,-0.0568786407803986
4,"F",-0.765381524747363,0.0654434943850367,Inf,-0.893648416764484,-0.637114632730242,-0.193695521549131,0.0653208506343864,Inf,-0.321722036232049,-0.0656690068662131
4.5,"F",-0.726002239466163,0.0651840417283329,Inf,-0.853760613620452,-0.598243865311875,-0.201963149652117,0.0650745138961464,Inf,-0.329506853200015,-0.0744194461042186
5,"F",-0.686622954184964,0.0649462449702745,Inf,-0.813915255257817,-0.55933065311211,-0.210230777755103,0.0648487805216952,Inf,-0.337332052018968,-0.0831295034912376
5.5,"F",-0.647243668903764,0.0647303427800126,Inf,-0.774112809459521,-0.520374528348007,-0.218498405858089,0.0646438663493571,Inf,-0.345198055724249,-0.0917987559919281
6,"F",-0.607864383622565,0.0645365548978104,Inf,-0.734353706908565,-0.481375060336564,-0.226766033961075,0.0644599699282229,Inf,-0.353105253464926,-0.100426814457223
6.5,"F",-0.568485098341365,0.0643650810666734,Inf,-0.694638339094046,-0.442331857588684,-0.235033662064061,0.0642972715969548,Inf,-0.361053998698282,-0.109013325429839
7,"F",-0.529105813060166,0.0642161000399582,Inf,-0.654967056366105,-0.403244569754226,-0.243301290167047,0.0641559326297191,Inf,-0.369044607515874,-0.117557972818219
7.5,"F",-0.489726527778966,0.0640897686760186,Inf,-0.615340166161466,-0.364112889396466,-0.251568918270033,0.0640360944583354,Inf,-0.377077357118975,-0.12606047942109
8,"F",-0.450347242497766,0.0639862211302587,Inf,-0.575757931419889,-0.324936553575644,-0.259836546373019,0.0639378779791444,Inf,-0.385152484460058,-0.134520608285979
8.5,"F",-0.410967957216567,0.0639055681540844,Inf,-0.536220569210142,-0.285715345222992,-0.268104174476004,0.0638613829523474,Inf,-0.393270185065525,-0.142938163886483
9,"F",-0.371588671935367,0.0638478965091524,Inf,-0.496728249581947,-0.246449094288788,-0.27637180257899,0.0638066875006695,Inf,-0.401430612053105,-0.151312993104876
9.5,"F",-0.332209386654168,0.0638132685040636,Inf,-0.457281094657917,-0.207137678650419,-0.284639430681976,0.0637738477131585,Inf,-0.409633875355309,-0.159644986008644
10,"F",-0.292830101372968,0.0638017216592243,Inf,-0.417879177976697,-0.16778102476924,-0.292907058784962,0.0637628973587734,Inf,-0.417880041158082,-0.167934076411842
10.5,"F",-0.253450816091769,0.0638132685040636,Inf,-0.378522524095518,-0.12837910808802,-0.301174686887948,0.0637738477131585,Inf,-0.426169131561281,-0.176180242214616
11,"F",-0.214071530810569,0.0638478965091525,Inf,-0.339211108457149,-0.0889319531639896,-0.309442314990934,0.0638066875006695,Inf,-0.434501124465049,-0.18438350551682
11.5,"F",-0.17469224552937,0.0639055681540845,Inf,-0.299944857522945,-0.0494396335357942,-0.31770994309392,0.0638613829523475,Inf,-0.442875953683441,-0.192543932504399
12,"F",-0.13531296024817,0.0639862211302589,Inf,-0.260723649170293,-0.00990227132604693,-0.325977571196906,0.0639378779791444,Inf,-0.451293509283946,-0.200661633109867
12.5,"F",-0.0959336749669706,0.0640897686760188,Inf,-0.221547313349471,0.0296799634155295,-0.334245199299892,0.0640360944583355,Inf,-0.459753638148835,-0.20873676045095
13,"F",-0.056554389685771,0.0642161000399585,Inf,-0.182415632991711,0.0693068536201688,-0.342512827402878,0.0641559326297192,Inf,-0.468256144751706,-0.21676951005405
13.5,"F",-0.0171751044045716,0.0643650810666737,Inf,-0.143328345157253,0.10897813634811,-0.350780455505864,0.0642972715969549,Inf,-0.476800792140086,-0.224760118871642
14,"F",0.022204180876628,0.0645365548978108,Inf,-0.104285142409373,0.148693504162629,-0.35904808360885,0.0644599699282231,Inf,-0.485387303112702,-0.232708864104998
14.5,"F",0.0615834661578276,0.064730342780013,Inf,-0.0652856743979301,0.188452606713585,-0.367315711711836,0.0646438663493572,Inf,-0.494015361577997,-0.240616061845675
15,"F",0.100962751439027,0.0649462449702749,Inf,-0.0263295496338272,0.228255052511882,-0.375583339814822,0.0648487805216953,Inf,-0.502684614078687,-0.248482065550957
15.5,"F",0.140342036720227,0.0651840417283333,Inf,0.0125836625659373,0.268100410874516,-0.383850967917808,0.0650745138961466,Inf,-0.511394671465706,-0.256307264369909
16,"F",0.179721322001426,0.0654434943850372,Inf,0.0514544299843041,0.307988214018548,-0.392118596020794,0.0653208506343866,Inf,-0.520145110703712,-0.264092081337876
16.5,"F",0.219100607282626,0.065724346475175,Inf,0.0902832552838508,0.347917959281401,-0.40038622412378,0.0655875585876714,Inf,-0.528935476789527,-0.271836971458033
17,"F",0.258479892563825,0.0660263249229764,Inf,0.129070673683252,0.387889111444398,-0.408653852226766,0.0658743903235083,Inf,-0.537765284764376,-0.279542419689156
17.5,"F",0.297859177845025,0.0663491412684537,Inf,0.167817250553695,0.427901105136354,-0.416921480329752,0.0661810841903329,Inf,-0.546634021800617,-0.287208938858886
18,"F",0.337238463126224,0.0666924929228856,Inf,0.206523578958176,0.467953347294273,-0.425189108432738,0.0665073654104058,Inf,-0.555541149343778,-0.294837067521697
18.5,"F",0.376617748407424,0.0670560644420638,Inf,0.245190277155982,0.508045219658866,-0.433456736535724,0.0668529471913533,Inf,-0.564486105291134,-0.302427367780313
19,"F",0.415997033688623,0.067439528806394,Inf,0.28381798609374,0.548176081283507,-0.44172436463871,0.0672175318471142,Inf,-0.573468306188728,-0.309980423088692
19.5,"F",0.455376318969823,0.0678425486975529,Inf,0.322407366903215,0.588345271036431,-0.449991992741696,0.0676008119195107,Inf,-0.582487149429603,-0.317496836053789
20,"F",0.494755604251023,0.0682647777621255,Inf,0.360959098424626,0.628552110077419,-0.458259620844682,0.0680024712922083,Inf,-0.591542015437129,-0.324977226252234
1,"N",0.923559229985073,0.0648568349997603,Inf,0.796442169234286,1.05067629073586,0.324898269304986,0.0647638376414885,Inf,0.197963480027069,0.451833058582903
1.5,"N",0.895178825478303,0.0646818956568441,Inf,0.768404639539111,1.0219530114175,0.329756289922706,0.06459781012513,Inf,0.203146908597294,0.456365671248118
2,"N",0.866798420971533,0.0645165183782379,Inf,0.740348368542271,0.993248473400796,0.334614310540426,0.0644408781047045,Inf,0.20831251032307,0.460916110757783
2.5,"N",0.838418016464764,0.064360776874165,Inf,0.712273211774382,0.964562821155145,0.339472331158147,0.0642931081833984,Inf,0.213460154664549,0.465484507651745
3,"N",0.810037611957994,0.0642147412542673,Inf,0.684179031823071,0.935896192092916,0.344330351775867,0.0641545636715948,Inf,0.21858971753566,0.470070986016075
3.5,"N",0.781657207451224,0.0640784778780586,Inf,0.656065698626082,0.907248716276365,0.349188372393588,0.0640253044579798,Inf,0.223701081556735,0.47467566323044
4,"N",0.753276802944454,0.0639520492110699,Inf,0.627933089753224,0.878620516135684,0.354046393011308,0.0639053868857319,Inf,0.228794136297175,0.479298649725441
4.5,"N",0.724896398437684,0.0638355136873766,Inf,0.599781090675812,0.850011706199556,0.358904413629028,0.0637948636343623,Inf,0.233868778507034,0.483940048751022
5,"N",0.696515993930914,0.063728925579185,Inf,0.571609595022278,0.82142239283955,0.363762434246749,0.0636937836077624,Inf,0.238924912336447,0.488599956157051
5.5,"N",0.668135589424144,0.0636323348741287,Inf,0.543418504818659,0.792852674029628,0.368620454864469,0.0636021918289912,Inf,0.243962449541839,0.493278460187099
6,"N",0.639755184917374,0.0635457871609056,Inf,0.515207730712751,0.764302639121996,0.373478475482189,0.0635201293423186,Inf,0.248981309677919,0.49797564128646
6.5,"N",0.611374780410604,0.0634693235238479,Inf,0.486977192180741,0.735772368640467,0.37833649609991,0.0634476331230073,Inf,0.253981420274505,0.502691571925315
7,"N",0.582994375903834,0.0634029804469832,Inf,0.45872681771525,0.707261934092418,0.38319451671763,0.0633847359952878,Inf,0.258962716997286,0.507426316437974
7.5,"N",0.554613971397064,0.0633467897280998,Inf,0.430456544993756,0.678771397800371,0.388052537335351,0.0633314665589445,Inf,0.263925143791717,0.512179930878985
8,"N",0.526233566890294,0.0633007784032831,Inf,0.402166321026508,0.65030081275408,0.392910557953071,0.0632878491248899,Inf,0.268868653009282,0.51695246289686
8.5,"N",0.497853162383524,0.0632649686823357,Inf,0.373856102283092,0.621850222483956,0.397768578570791,0.0632539036600643,Inf,0.273793205515499,0.521743951626084
9,"N",0.469472757876754,0.0632393778954394,Inf,0.345525854796975,0.593419660956534,0.402626599188512,0.0632296457419487,Inf,0.278698770779066,0.526554427597958
9.5,"N",0.441092353369984,0.0632240184513557,Inf,0.317175554247431,0.565009152492537,0.407484619806232,0.0632150865229316,Inf,0.283585326941703,0.531383912670761
10,"N",0.412711948863214,0.0632188978073996,Inf,0.288805186018393,0.536618711708035,0.412342640423952,0.0632102327047202,Inf,0.288452860868305,0.5362324199796
10.5,"N",0.384331544356444,0.063224018451356,Inf,0.260414745233891,0.508248343478998,0.417200661041673,0.0632150865229321,Inf,0.293301368177143,0.541099953906203
11,"N",0.355951139849674,0.0632393778954401,Inf,0.232004236769893,0.479898042929455,0.422058681659393,0.0632296457419497,Inf,0.298130853249945,0.545986510068841
11.5,"N",0.327570735342904,0.0632649686823368,Inf,0.20357367524247,0.451567795443339,0.426916702277114,0.0632539036600658,Inf,0.302941329221818,0.550892075332409
12,"N",0.299190330836134,0.0633007784032845,Inf,0.175123084972346,0.423257576699923,0.431774722894834,0.0632878491248918,Inf,0.307732817951041,0.555816627838627
12.5,"N",0.270809926329364,0.0633467897281016,Inf,0.146652499926054,0.394967352732675,0.436632743512554,0.0633314665589469,Inf,0.312505349968916,0.560760137056193
13,"N",0.242429521822594,0.0634029804469853,Inf,0.118161963634006,0.366697080011183,0.441490764130275,0.0633847359952907,Inf,0.317258964409925,0.565722563850624
13.5,"N",0.214049117315824,0.0634693235238503,Inf,0.089651529085957,0.338446705545692,0.446348784747995,0.0634476331230106,Inf,0.321993708922584,0.570703860573406
14,"N",0.185668712809055,0.0635457871609084,Inf,0.0611212586044263,0.310216167013683,0.451206805365716,0.0635201293423224,Inf,0.326709639561438,0.575703971169993
14.5,"N",0.157288308302285,0.0636323348741318,Inf,0.0325712236967941,0.282005392907775,0.456064825983436,0.0636021918289955,Inf,0.331406820660797,0.580722831306075
15,"N",0.128907903795515,0.0637289255791885,Inf,0.0040015048868717,0.253814302704157,0.460922846601156,0.0636937836077672,Inf,0.336085324690845,0.585760368511468
15.5,"N",0.100527499288745,0.0638355136873805,Inf,-0.0245878084731347,0.225642807050624,0.465780867218877,0.0637948636343676,Inf,0.340745232096872,0.590816502340881
16,"N",0.0721470947819747,0.063952049211074,Inf,-0.0531966184092635,0.197490807973213,0.470638887836597,0.0639053868857376,Inf,0.345386631122453,0.595891144550741
16.5,"N",0.0437666902752047,0.0640784778780631,Inf,-0.0818248185499456,0.169358199100355,0.475496908454317,0.064025304457986,Inf,0.350009617617453,0.600984199291182
17,"N",0.0153862857684348,0.0642147412542722,Inf,-0.110472294366497,0.141244865903367,0.480354929072038,0.0641545636716014,Inf,0.354614294831817,0.606095563312258
17.5,"N",-0.0129941187383352,0.0643607768741702,Inf,-0.139138923428727,0.113150685952057,0.485212949689758,0.0642931081834054,Inf,0.359200773196146,0.61122512618337
18,"N",-0.041374523245105,0.0645165183782434,Inf,-0.167824575674379,0.0850755291841686,0.490070970307479,0.064440878104712,Inf,0.363769170090107,0.61637277052485
18.5,"N",-0.0697549277518752,0.06468189565685,Inf,-0.196529113691079,0.0570192581873284,0.494928990925199,0.064597810125138,Inf,0.368319609599772,0.621538372250626
19,"N",-0.0981353322586451,0.0648568349997665,Inf,-0.225252393009444,0.028981728492154,0.499787011542919,0.0647638376414969,Inf,0.372852222264986,0.626721800820853
19.5,"N",-0.126515736765415,0.0650412592507259,Inf,-0.25399426240597,0.000962788875140341,0.50464503216064,0.0649388908911965,Inf,0.377367144817918,0.631922919503361
20,"N",-0.154896141272185,0.0652350879662413,Inf,-0.28275456421432,-0.0270377183300497,0.50950305277836,0.0651228970895569,Inf,0.38186451991392,0.6371415856428
1,"S",-0.791155126664714,0.0649099099685171,Inf,-0.918376212442745,-0.663934040886683,-0.51906726601311,0.0648142165900522,Inf,-0.646100796215791,-0.392033735810429
1.5,"S",-0.767352811988129,0.0647324212003572,Inf,-0.894226026172907,-0.640479597803352,-0.510385500880178,0.0646457628509586,Inf,-0.637088867821174,-0.383682133939182
2,"S",-0.743550497311545,0.064564627755743,Inf,-0.870094842388036,-0.617006152235053,-0.501703735747246,0.0644865320002311,Inf,-0.628095015955589,-0.375312455538904
2.5,"S",-0.71974818263496,0.0644066054101022,Inf,-0.845982809605243,-0.593513555664677,-0.493021970614315,0.0643365925168995,Inf,-0.619119374835467,-0.366924566393162
3,"S",-0.695945867958375,0.0642584262498336,Inf,-0.821890069111272,-0.570001666805478,-0.484340205481383,0.0641960095051755,Inf,-0.610162072062718,-0.358518338900048
3.5,"S",-0.672143553281791,0.0641201585166143,Inf,-0.797816754657354,-0.546470351906227,-0.475658440348451,0.0640648445602257,Inf,-0.60122322836165,-0.350093652335252
4,"S",-0.648341238605206,0.0639918664575737,Inf,-0.773762992165547,-0.522919485044865,-0.466976675215519,0.0639431556391882,Inf,-0.592302957326167,-0.341650393104871
4.5,"S",-0.624538923928621,0.063873610182061,Inf,-0.749728899448011,-0.499348948409231,-0.458294910082587,0.0638309969380339,Inf,-0.58340136517842,-0.333188454986754
5,"S",-0.600736609252036,0.06376544552572,Inf,-0.725714585940598,-0.475758632563474,-0.449613144949655,0.063728418774856,Inf,-0.574518550540059,-0.324707739359251
5.5,"S",-0.576934294575452,0.0636674239225602,Inf,-0.701720152452113,-0.45214843669879,-0.440931379816723,0.0636354674801546,Inf,-0.565654604217196,-0.316208155416251
6,"S",-0.553131979898867,0.0635795922856869,Inf,-0.677745690930554,-0.42851826886718,-0.432249614683792,0.0635521852946575,Inf,-0.556809609000136,-0.307689620367447
6.5,"S",-0.529329665222282,0.0635019928973186,Inf,-0.653791284247545,-0.404868046197019,-0.42356784955086,0.0634786102751899,Inf,-0.547983639478886,-0.299152059622833
7,"S",-0.505527350545697,0.0634346633086814,Inf,-0.629857006002137,-0.381197695089258,-0.414886084417928,0.0634147762090719,Inf,-0.539176761875376,-0.29059540696048
7.5,"S",-0.481725035869113,0.0633776362503224,Inf,-0.605942920345025,-0.357507151393201,-0.406204319284996,0.0633607125374879,Inf,-0.530389033893268,-0.282019604676724
8,"S",-0.457922721192528,0.0633309395533364,Inf,-0.58204908182415,-0.333796360560906,-0.397522554152064,0.0633164442882255,Inf,-0.521620504586123,-0.273424603718005
8.5,"S",-0.434120406515943,0.0632945960819426,Inf,-0.558175535252561,-0.310065277779326,-0.388840789019132,0.0632819920181407,Inf,-0.512871214244639,-0.264810363793625
9,"S",-0.410318091839359,0.0632686236777908,Inf,-0.534322315599247,-0.28631386807947,-0.3801590238862,0.0632573717656556,Inf,-0.504141194303546,-0.256176853468855
9.5,"S",-0.386515777162774,0.0632530351163113,Inf,-0.510489447903591,-0.262542106421956,-0.371477258753269,0.0632425950135427,Inf,-0.495430467268665,-0.247524050237873
10,"S",-0.362713462486189,0.0632478380753561,Inf,-0.486676947213908,-0.23874997775847,-0.362795493620337,0.0632376686621975,Inf,-0.486739046664521,-0.238851940576153
10.5,"S",-0.338911147809604,0.0632530351163117,Inf,-0.462884818550423,-0.214937477068786,-0.354113728487405,0.0632425950135432,Inf,-0.478066937002802,-0.230160519972008
11,"S",-0.31510883313302,0.0632686236777915,Inf,-0.439113056892909,-0.19110460937313,-0.345431963354473,0.0632573717656566,Inf,-0.469414133771821,-0.221449792937125
11.5,"S",-0.291306518456435,0.0632945960819436,Inf,-0.415361647193054,-0.167251389719815,-0.336750198221541,0.0632819920181422,Inf,-0.460780623447051,-0.212719772996032
12,"S",-0.26750420377985,0.0633309395533378,Inf,-0.391630564411475,-0.143377843148225,-0.328068433088609,0.0633164442882274,Inf,-0.452166383522672,-0.203970482654547
12.5,"S",-0.243701889103266,0.0633776362503242,Inf,-0.367919773579181,-0.11948400462735,-0.319386667955678,0.0633607125374904,Inf,-0.443571382563954,-0.195201953347401
13,"S",-0.219899574426681,0.0634346633086835,Inf,-0.344229229883125,-0.0955699189702367,-0.310704902822746,0.0634147762090748,Inf,-0.4349955802802,-0.186414225365292
13.5,"S",-0.196097259750096,0.063501992897321,Inf,-0.320558878775363,-0.0716356407248284,-0.302023137689814,0.0634786102751933,Inf,-0.426438927617847,-0.177607347761781
14,"S",-0.172294945073511,0.0635795922856897,Inf,-0.296908656105204,-0.0476812340418188,-0.293341372556882,0.0635521852946614,Inf,-0.417901366873235,-0.16878137824053
14.5,"S",-0.148492630396927,0.0636674239225634,Inf,-0.273278488273595,-0.0237067725202585,-0.28465960742395,0.063635467480159,Inf,-0.409382831824432,-0.159936383023469
15,"S",-0.124690315720342,0.0637654455257236,Inf,-0.249668292408911,0.000287660968227021,-0.275977842291018,0.0637284187748608,Inf,-0.400883247881432,-0.151072436700605
15.5,"S",-0.100888001043757,0.0638736101820648,Inf,-0.226077976563155,0.0243019744756409,-0.267296077158087,0.0638309969380392,Inf,-0.39240253225393,-0.142189622062243
16,"S",-0.0770856863671724,0.0639918664575779,Inf,-0.202507439927522,0.048336067193177,-0.258614312025155,0.063943155639194,Inf,-0.383940594135814,-0.133288029914495
16.5,"S",-0.0532833716905877,0.0641201585166189,Inf,-0.17895657306616,0.0723898296849846,-0.249932546892223,0.064064844560232,Inf,-0.375497334905434,-0.124367758879011
17,"S",-0.0294810570140029,0.0642584262498385,Inf,-0.15542525816691,0.0964631441389038,-0.241250781759291,0.0641960095051823,Inf,-0.367072648340639,-0.115428915177943
17.5,"S",-0.00567874233741816,0.0644066054101075,Inf,-0.131913369307711,0.120555884632875,-0.232569016626359,0.0643365925169067,Inf,-0.358666420847525,-0.106471612405193
18,"S",0.0181235723391665,0.0645646277557486,Inf,-0.108420772737336,0.144667917415669,-0.223887251493427,0.0644865320002388,Inf,-0.350278531701785,-0.0974959712850696
18.5,"S",0.0419258870157512,0.0647324212003631,Inf,-0.0849473271690376,0.16879910120054,-0.215205486360495,0.0646457628509667,Inf,-0.341908853301508,-0.0885021194194834
19,"S",0.065728201692336,0.0649099099685233,Inf,-0.0614928840857072,0.192949287470379,-0.206523721227564,0.0648142165900607,Inf,-0.333557251430261,-0.0794901910248661
19.5,"S",0.0895305163689207,0.0650970147565934,Inf,-0.0380572880550747,0.217118320792916,-0.197841956094632,0.0649918215025357,Inf,-0.325223585529258,-0.0704603266600059
20,"S",0.113332831045505,0.0652936528979366,Inf,-0.0146403770535095,0.24130603914452,-0.1891601909617,0.0651785027803331,Inf,-0.316907708977397,-0.0614126729460032
1,"V",-0.635251010156652,0.0797481781850136,Inf,-0.791554567231961,-0.478947453081342,-0.0273518048898561,0.0789635296106269,Inf,-0.182117479018847,0.127413869239135
1.5,"V",-0.62030952050307,0.0782734976802776,Inf,-0.773722756900393,-0.466896284105746,-0.0461934643742753,0.0775524405445097,Inf,-0.198193454754698,0.105806526006148
2,"V",-0.605368030849488,0.0768571729848396,Inf,-0.756005321853338,-0.454730739845638,-0.0650351238586946,0.0761980545415517,Inf,-0.214380566452155,0.0843103187347654
2.5,"V",-0.590426541195906,0.0755024881986022,Inf,-0.738408698808327,-0.442444383583485,-0.0838767833431139,0.0749034475380878,Inf,-0.230684842835651,0.0629312761494236
3,"V",-0.575485051542324,0.0742128189329847,Inf,-0.720939503842166,-0.430030599242482,-0.102718442827533,0.0736717710248034,Inf,-0.247112460713429,0.041675575058363
3.5,"V",-0.560543561888742,0.072991611494892,Inf,-0.703604491592271,-0.417482632185214,-0.121560102311952,0.0725062321075731,Inf,-0.263669705897497,0.0205495012735924
4,"V",-0.54560207223516,0.0718423572003587,Inf,-0.686410504912325,-0.404793639557996,-0.140401761796372,0.0714100693082542,Inf,-0.280362925774059,-0.000440597818684496
4.5,"V",-0.530660582581578,0.0707685616105626,Inf,-0.669364414575985,-0.391956750587172,-0.159243421280791,0.0703865239832759,Inf,-0.297198473284976,-0.0212883692766055
5,"V",-0.515719092927997,0.0697737086701964,Inf,-0.652473048989372,-0.378965136866622,-0.17808508076521,0.0694388074058958,Inf,-0.314182642410179,-0.0419875191202413
5.5,"V",-0.500777603274415,0.068861219968864,Inf,-0.635743114344878,-0.365812092203951,-0.19692674024963,0.0685700637678289,Inf,-0.331321595652189,-0.0625318848470701
6,"V",-0.485836113620833,0.0680344096354814,Inf,-0.619181106215821,-0.352491121025844,-0.215768399734049,0.0677833296022064,Inf,-0.348621284506581,-0.0829155149615166
6.5,"V",-0.470894623967251,0.0672964357015889,Inf,-0.602793214230281,-0.338996033704221,-0.234610059218468,0.0670814904013379,Inf,-0.36608736443436,-0.103132754002576
7,"V",-0.455953134313669,0.0666502491118307,Inf,-0.58658522213348,-0.325321046493858,-0.253451718702887,0.0664672354821113,Inf,-0.383725106399768,-0.123178331006006
7.5,"V",-0.441011644660087,0.066098541890434,Inf,-0.57056240619595,-0.311460883124224,-0.272293378187307,0.0659430124157996,Inf,-0.401539307554351,-0.143047448820262
8,"V",-0.426070155006505,0.0656436962568016,Inf,-0.554729435481923,-0.297410874531087,-0.291135037671726,0.0655109825599674,Inf,-0.419534204081094,-0.162735871262358
8.5,"V",-0.411128665352923,0.0652877366839315,Inf,-0.539090277885563,-0.283167052820283,-0.309976697156145,0.0651729793790389,Inf,-0.437713389504233,-0.182240004808057
9,"V",-0.396187175699341,0.0650322869750627,Inf,-0.523648116002737,-0.268726235395945,-0.328818356640564,0.0649304712902587,Inf,-0.456079741868683,-0.201556971412445
9.5,"V",-0.381245686045759,0.0648785343695805,Inf,-0.508405276779881,-0.254086095311638,-0.347660016124984,0.0647845307035236,Inf,-0.474635363059219,-0.220684669190748
10,"V",-0.366304196392177,0.0648272024656637,Inf,-0.493363178443364,-0.23924521434099,-0.366501675609403,0.0647358107282413,Inf,-0.493381533146758,-0.239621818072048
10.5,"V",-0.351362706738595,0.0648785343695805,Inf,-0.478522297472717,-0.224203116004474,-0.385343335093822,0.0647845307035236,Inf,-0.512318682028058,-0.258367988159587
11,"V",-0.336421217085014,0.0650322869750628,Inf,-0.46388215738841,-0.208960276781617,-0.404184994578242,0.0649304712902586,Inf,-0.53144637980636,-0.276923609350123
11.5,"V",-0.321479727431432,0.0652877366839317,Inf,-0.449441339964072,-0.193518114898791,-0.423026654062661,0.0651729793790388,Inf,-0.550763346410748,-0.295289961714573
12,"V",-0.30653823777785,0.0656436962568018,Inf,-0.435197518253268,-0.177878957302432,-0.44186831354708,0.0655109825599672,Inf,-0.570267479956447,-0.313469147137713
12.5,"V",-0.291596748124268,0.0660985418904343,Inf,-0.421147509660131,-0.162045986588405,-0.460709973031499,0.0659430124157993,Inf,-0.589955902398544,-0.331464043664455
13,"V",-0.276655258470686,0.0666502491118309,Inf,-0.407287346290497,-0.146023170650875,-0.479551632515919,0.066467235482111,Inf,-0.609825020212799,-0.349278244819038
13.5,"V",-0.261713768817104,0.0672964357015892,Inf,-0.393612359080134,-0.129815178554074,-0.498393292000338,0.0670814904013376,Inf,-0.629870597216229,-0.366915986784447
14,"V",-0.246772279163522,0.0680344096354818,Inf,-0.380117271758511,-0.113427286568533,-0.517234951484757,0.067783329602206,Inf,-0.650087836257289,-0.384382066712226
14.5,"V",-0.23183078950994,0.0688612199688644,Inf,-0.366796300580405,-0.0968652784394756,-0.536076610969176,0.0685700637678285,Inf,-0.670471466371735,-0.401681755566618
15,"V",-0.216889299856358,0.0697737086701968,Inf,-0.353643255917734,-0.0801353437949824,-0.554918270453596,0.0694388074058954,Inf,-0.691015832098564,-0.418820708808628
15.5,"V",-0.201947810202776,0.070768561610563,Inf,-0.340651642197184,-0.0632439782083689,-0.573759929938015,0.0703865239832754,Inf,-0.711714981942199,-0.43580487793383
16,"V",-0.187006320549194,0.0718423572003592,Inf,-0.32781475322636,-0.0461978878720286,-0.592601589422434,0.0714100693082536,Inf,-0.73256275340012,-0.452640425444748
16.5,"V",-0.172064830895612,0.0729916114948926,Inf,-0.315125760599142,-0.0290039011920832,-0.611443248906854,0.0725062321075725,Inf,-0.753552852492397,-0.46933364532131
17,"V",-0.157123341242031,0.0742128189329852,Inf,-0.302577793541874,-0.0116688889421873,-0.630284908391273,0.0736717710248028,Inf,-0.774678926277168,-0.485890890505378
17.5,"V",-0.142181851588449,0.0755024881986028,Inf,-0.290164009200871,0.00580030602397327,-0.649126567875692,0.0749034475380872,Inf,-0.795934627368228,-0.502318508383156
18,"V",-0.127240361934867,0.0768571729848402,Inf,-0.277877652938718,0.0233969290689849,-0.667968227360111,0.0761980545415511,Inf,-0.81731366995357,-0.518622784766653
18.5,"V",-0.112298872281285,0.0782734976802782,Inf,-0.26571210867861,0.04111436411604,-0.686809886844531,0.077552440544509,Inf,-0.838809877224952,-0.534809896464109
19,"V",-0.0973573826277029,0.0797481781850143,Inf,-0.253660939703014,0.0589461744476079,-0.70565154632895,0.0789635296106262,Inf,-0.860417220457939,-0.550885872199961
19.5,"V",-0.0824158929741209,0.0812780381984853,Inf,-0.241717920577223,0.0768861346289811,-0.724493205813369,0.0804283372847722,Inf,-0.882129850227963,-0.566856561398776
20,"V",-0.067474403320539,0.0828600214084059,Inf,-0.229877061039232,0.0949282543981543,-0.743334865297788,0.0819439828412319,Inf,-0.903942120416371,-0.582727610179206
